Tipo de Violencia o Discriminación;Procuraduria;Año;Edad de la Victima;Pais o Municipio Vivienda Victima;Nivel Educativo Victima;Estado Familiar Victima;VIOLENCIA PATRIMONIAL;VIOLENCIA PSICOLOGICA;VIOLENCIA FISICA;VIOLENCIA SEXUAL;VIOLENCIA ECONOMICA;VIOLENCIA SIMBOLICA;DISCRIMINACIÓN EN LOS DERECHOS ECONOMICOS Y LABORALES;DISCRIMINACIÓN EN EL DERECHO A LA EDUCACIÓN;DISCRIMINACIÓN EN EL DERECHO A LA PARTICIPACIÓN POLITICA;DISCRIMINACIÓN EN EL DERECHO DE PARTICIPACIÓN EN EL DESARROLLO RURAL;DISCRIMINACIÓN EN LOS DERECHOS A LA SALUD Y OTROS DERECHOS SOCIALES Y CULTURALES;Relación con la persona denunciada
Violencia Intrafamiliar;La Libertad;2017;27;QUEZALTEPEQUE;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;27;TAMANIQUE;Bachiller;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;27;ZARAGOZA;Técnico;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;27;SAN JUAN NONUALCO;Sin educación académica;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Paz;2017;27;SAN LUIS LA HERRADURA;Sin educación académica;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Paz;2017;27;SAN LUIS LA HERRADURA;Sin educación académica;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;27;ZACATECOLUCA;Sin educación académica;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;27;ZACATECOLUCA;Técnico;Divorciado(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;27;JOCORO;Egresado Universitario;Divorciado(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;27;SAN FRANCISCO GOTERA;8o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;27;APOPA;9o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;27;APOPA;Bachiller;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;27;AYUTUXTEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;27;SAN MARTIN;Bachiller;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;9o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;9o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;Bachiller;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;27;SAN SALVADOR;Cursando Universidad;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;27;TECOLUCA;1er Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Vicente;2017;27;TECOLUCA;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;27;SAN SEBASTIAN SALITRILLO;7o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;27;SANTA ANA;3er Grado;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;27;SANTA ANA;6o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;27;SANTA ANA;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;27;SANTA ANA;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;27;SANTA ANA;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Sonsonate;2017;27;IZALCO;6o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Nuera de
Violencia de Género;La Libertad;2017;28;CIUDAD ARCE;Bachiller;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;28;COLON;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;28;QUEZALTEPEQUE;Sin educación académica;Viudo(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Unión;2017;28;PASAQUINA;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia de Género;San Salvador;2017;28;SAN SALVADOR;Graduado Universitario;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;San Salvador;2017;28;SOYAPANGO;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;San Salvador;2017;28;SOYAPANGO;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;28;AHUACHAPAN;3er. Año de Bachillerato;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;28;TURIN;9o Grado;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;28;CABAÑAS;Sin educación académica;Casado(a);1;1;1;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Cabañas;2017;28;ILOBASCO;4o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;28;ILOBASCO;Egresado Universitario;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Cabañas;2017;28;ILOBASCO;Egresado Universitario;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;28;ILOBASCO;Sin educación académica;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;28;ILOBASCO;Sin educación académica;Soltero(a);0;1;0;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;28;CHALATENANGO;Bachiller;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;28;EL CARRIZAL;8o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;28;SAN SALVADOR;Bachiller;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;28;SANTA TECLA;6o Grado;Soltero(a);0;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;28;SANTA TECLA;Técnico;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;28;ZACATECOLUCA;1er. Año de Bachillerato;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;28;ZACATECOLUCA;Cursando Universidad;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;28;ZACATECOLUCA;Cursando Universidad;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;28;ZACATECOLUCA;Sin educación académica;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;28;EL CARMEN;3er. Año de Bachillerato;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Unión;2017;28;LA UNION;9o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;28;PASAQUINA;4o Grado;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;28;SAN FRANCISCO GOTERA;9o Grado;Unión no matrimonial;1;1;0;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Morazán;2017;28;SAN FRANCISCO GOTERA;9o Grado;Unión no matrimonial;1;1;0;1;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Miguel;2017;28;CHAPELTIQUE;Bachiller;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Miguel;2017;28;SAN MIGUEL;Sin educación académica;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;CIUDAD DELGADO;1er. Año de Bachillerato;Soltero(a);0;0;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;CIUDAD DELGADO;8o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;28;CUSCATANCINGO;Bachiller;Casado(a);0;1;1;0;1;1;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;28;EL SALVADOR;6o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;28;EL SALVADOR;Sin educación académica;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;NEJAPA;1er. Año de Bachillerato;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;SAN MARCOS;Cursando Universidad;Casado(a);0;1;0;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;28;SAN SALVADOR;6o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;SAN SALVADOR;9o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;28;SAN SALVADOR;Cursando Universidad;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;Santa Ana;2017;28;AHUACHAPAN;6o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;28;SANTA ANA;2o. Año de Bachillerato;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;28;SANTA ANA;9o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;28;SANTA ANA;9o Grado;Soltero(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Usulután;2017;28;EL SALVADOR;6o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;28;USULUTAN;8o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia de Género;Cabañas;2017;29;SENSUNTEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;La Libertad;2017;29;MEJICANOS;Graduado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia de Género;La Libertad;2017;29;SANTA TECLA;Sin educación académica;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Paz;2017;29;ZACATECOLUCA;9o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;Morazán;2017;29;SAN FRANCISCO GOTERA;Cursando Universidad;Soltero(a);1;0;0;0;0;0;0;0;0;0;0;Subalterno(a)
Violencia de Género;San Salvador;2017;29;EL SALVADOR;7o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;Ahuachapán;2017;29;AHUACHAPAN;9o Grado;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;29;AHUACHAPAN;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;29;SAN FRANCISCO MENENDEZ;3er Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;29;TURIN;6o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;29;ILOBASCO;6o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Cabañas;2017;29;SENSUNTEPEQUE;6o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia Intrafamiliar;Cabañas;2017;29;VICTORIA;1er Grado;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;29;CHALATENANGO;4o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;29;EL CARRIZAL;8o Grado;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;La Libertad;2017;29;CHILTIUPAN;2o Grado;Soltero(a);1;1;1;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;29;CIUDAD DELGADO;3er. Año de Bachillerato;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;29;SANTA ANA;8o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;29;SANTA TECLA;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;29;SANTA TECLA;Graduado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;29;SAN JUAN NONUALCO;7o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Paz;2017;29;SAN LUIS LA HERRADURA;3er Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;29;SAN LUIS LA HERRADURA;8o Grado;Soltero(a);1;1;1;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;29;SAN RAFAEL OBRAJUELO;Sin educación académica;Sin Seleccionar;0;0;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;29;ZACATECOLUCA;Egresado Universitario;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;29;INTIPUCA;1er. Año de Bachillerato;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;29;LA UNION;Bachiller;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;29;SANTA ROSA DE LIMA;Graduado Universitario;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Nuera de
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;1;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Morazán;2017;29;EL DIVISADERO;1er. Año de Bachillerato;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Nuera de
Violencia Intrafamiliar;Morazán;2017;29;SAN SIMON;Bachiller;Unión no matrimonial;1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;29;APOPA;Bachiller;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;APOPA;Bachiller;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;APOPA;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;San Salvador;2017;29;AYUTUXTEPEQUE;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;MEJICANOS;Egresado Universitario;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;MEJICANOS;Egresado Universitario;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;SAN JUAN OPICO;7o Grado;Casado(a);0;1;0;0;1;1;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;3er. Año de Bachillerato;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;7o Grado;Casado(a);1;1;1;1;0;1;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Nuera de
Violencia Intrafamiliar;San Salvador;2017;29;SAN SALVADOR;Cursando Universidad;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;29;SANTA ANA;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;29;SANTA ANA;Bachiller;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;29;SANTA ANA;Bachiller;Casado(a);0;1;0;1;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;Sonsonate;2017;29;ARMENIA;9o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Sonsonate;2017;29;SONSONATE;6o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;29;JIQUILISCO;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;Chalatenango;2017;30;EL SALVADOR;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;30;CIUDAD ARCE;8o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Libertad;2017;30;COLON;Bachiller;Casado(a);0;1;0;1;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;30;COLON;Bachiller;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Libertad;2017;30;COLON;Bachiller;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia de Género;La Libertad;2017;30;COLON;Bachiller;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;30;SAN JUAN OPICO;9o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Libertad;2017;30;SAN JUAN OPICO;9o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;30;SANTA TECLA;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;30;SANTA TECLA;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;30;SANTA TECLA;Sin educación académica;Otro;0;1;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Paz;2017;30;SAN JUAN NONUALCO;Graduado Universitario;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Es primo(a) de
Violencia de Género;La Unión;2017;30;CONCHAGUA;2o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;30;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia de Género;Santa Ana;2017;30;SANTA ANA;9o Grado;Soltero(a);0;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;30;JUJUTLA;7o Grado;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;30;EL CARRIZAL;2o. Año de Bachillerato;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;30;ILOPANGO;Bachiller;Casado(a);1;1;1;1;1;1;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;30;SANTA TECLA;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;30;EL ROSARIO;Bachiller;Soltero(a);0;0;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;30;OLOCUILTA;Bachiller;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;30;SAN JUAN NONUALCO;Graduado Universitario;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Es primo(a) de
Violencia Intrafamiliar;La Paz;2017;30;SAN JUAN NONUALCO;Sin educación académica;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Paz;2017;30;SAN JUAN NONUALCO;Sin educación académica;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Paz;2017;30;SAN JUAN TALPA;Sin educación académica;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Es primo(a) de
Violencia Intrafamiliar;La Paz;2017;30;SANTIAGO NONUALCO;Graduado Doctorado;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;30;PASAQUINA;Bachiller;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Unión;2017;30;PASAQUINA;Bachiller;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;30;DELICIAS DE CONCEPCION;1er. Año de Bachillerato;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;30;MEANGUERA;6o Grado;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;CIUDAD DELGADO;9o Grado;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;30;MEJICANOS;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;30;NEJAPA;Bachiller;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;30;SAN MARTIN;9o Grado;Divorciado(a);1;1;1;0;1;1;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;San Salvador;2017;30;SAN MARTIN;9o Grado;Divorciado(a);1;1;1;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;2o Grado;Unión no matrimonial;0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;2o Grado;Unión no matrimonial;0;1;0;0;0;0;0;0;0;0;0;Suegra(o) de ella
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;3er Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;9o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;Bachiller;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;30;SAN SALVADOR;Bachiller;Soltero(a);0;1;1;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;30;SANTA CRUZ MICHAPA;Cursando Universidad;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
